id,sex,employment,married,income,digital3
113629,1,employed,0,24808,.65892577
113630,0,unemployed,1,16111,0
113631,1,employed,1,148260,.78695154
113632,1,student,0,0,.50511426
113633,1,employed,1,18292,0
113634,0,employed,1,7517,0
113635,1,employed,1,6258,.78203547
113636,1,employed,1,52088,0
113637,1,student,0,0,.92471528
113638,1,unemployed,1,0,.71257317
113639,0,employed,0,6987,0
113640,1,unemployed,0,0,.54768801
113641,1,employed,1,9917,.54527056
113642,1,unemployed,0,0,.58601671
113643,1,unemployed,0,0,.53539366
113644,1,employed,0,14995,.84847254
113645,0,retired,1,7621,.11241589
113646,0,employed,1,5880,.47479004
113647,1,student,0,0,.23021242
113648,1,employed,1,8797,0
113649,1,employed,1,8190,.63030499
113650,0,student,0,0,.036288865
113651,1,employed,0,43848,.19329633
113652,1,student,0,0,.50143754
113653,0,student,1,0,.95128798
113654,0,student,0,3165,.91440541
113655,1,retired,0,3656,.0134137
113656,1,employed,0,8350,.98147637
113657,0,employed,1,4890,.58610761
113658,1,employed,1,14718,.90100223
113659,1,employed,1,27128,.39965531
113660,1,employed,0,17575,.50823343
113661,1,employed,1,14739,0
113662,1,student,0,0,.13091823
113663,1,student,0,0,0
113664,1,employed,1,12121,0
113665,0,employed,0,38521,.76869649
113666,1,student,0,0,.29203978
113667,1,employed,0,5638,.060896933
113668,0,employed,1,20797,.52808613
113669,1,student,0,3373,.0043211756
113670,0,employed,0,10997,.76916355
113671,0,unemployed,1,0,.69007474
113672,0,employed,1,9731,.50150752
113673,1,employed,0,7546,.53233707
113674,1,unemployed,1,16916,.16883112
113675,0,employed,1,9906,.1650954
113676,1,employed,0,5802,.29272145
113677,0,employed,1,17219,.38968498
113678,1,employed,0,11007,.67131162
113679,1,student,1,10530,.81618392
113680,1,employed,0,47300,.34255195
113681,1,employed,1,41041,.88018507
113682,0,unemployed,1,5048,0
113683,0,employed,1,9894,.086548515
113684,1,employed,0,6535,.31310046
113685,1,employed,1,141889,.54042327
113686,0,retired,1,2697,0
113687,1,employed,1,28740,.80975187
113688,1,retired,0,7579,.19948104
113689,0,unemployed,1,9223,.71448606
113690,0,employed,0,20363,.16987853
113691,1,student,0,11745,.87906802
113692,1,employed,1,19311,0
113693,1,employed,0,24758,.64643949
113694,1,retired,1,1536,.26560634
113695,1,student,0,8156,.74759859
113696,1,unemployed,1,0,.8604176
113697,1,student,0,0,.078213848
113698,1,employed,1,6504,.51089698
113699,0,employed,1,19069,.68016154
113700,1,unemployed,1,6506,.54530305
113701,1,employed,1,8855,.65229988
113702,0,employed,0,8695,.5734567
113703,1,employed,1,6556,0
113704,0,unemployed,0,16765,.59674191
113705,0,employed,0,23555,.66094834
113706,1,student,0,7358,.24939716
113707,1,employed,1,13570,.7059781
113708,1,retired,1,991,.31424561
113709,0,student,0,0,.94233596
113710,1,employed,1,397861,.56354058
113711,0,unemployed,0,171341,.030557878
113712,1,retired,1,7355,0
113713,0,employed,0,6973,.22754616
113714,0,student,0,0,.92883903
113715,1,employed,1,80010,0
113716,1,student,0,0,.33850211
113717,1,employed,1,5100,.013420591
113718,0,student,0,0,.87561977
113719,1,employed,1,11541,0
113720,1,student,0,0,.9786365
113721,1,employed,1,10603,.80280256
113722,0,retired,1,10461,.23077099
113723,0,employed,0,24141,.92954957
113724,1,employed,1,17338,.71324253
113725,1,employed,1,17207,.84908599
113726,1,employed,1,51136,.099504001
113727,1,employed,1,13381,0
113728,0,student,0,0,0
113729,0,employed,1,12722,0
113730,0,student,0,0,.99318886
113731,0,employed,1,12095,.074698962
113732,1,employed,1,116053,0
113733,1,employed,1,7987,.57282543
113734,0,employed,1,11897,.29929891
113735,0,employed,0,6469,0
113736,0,employed,1,9386,.38901159
113737,1,student,0,0,.87176216
113738,0,employed,0,17838,.50927562
113739,1,employed,0,8163,.46400014
113740,0,unemployed,1,18300,0
113741,1,employed,1,8717,.79260504
113742,0,student,1,14613,.88492382
113743,0,employed,1,4410,.19415346
113744,1,employed,0,16662,.28559992
113745,0,employed,1,43671,.46021202
113746,1,student,0,4056,0
113747,1,employed,1,5766,.13266021
113748,0,retired,0,4877,.24981809
113749,1,employed,1,10867,.060590416
113750,1,employed,1,11923,.50144774
113751,1,employed,1,18810,.94160855
113752,0,student,0,4512,.73455262
113753,0,employed,1,49185,.33717054
113754,1,employed,0,55521,.22598092
113755,1,employed,1,26408,.50545192
113756,1,employed,0,6582,0
113757,0,employed,0,8364,.82402128
113758,0,retired,0,6964,.25096425
113759,0,employed,0,7028,0
113760,1,employed,1,17942,.52901971
113761,0,employed,1,7310,.65884095
113762,0,student,0,0,.72414219
113763,0,employed,0,27228,0
113764,1,employed,0,12957,.81759667
113765,0,employed,1,6064,.5003525
113766,1,student,0,0,.89736372
113767,1,employed,1,9239,.61600435
113768,0,unemployed,1,10679,.61301279
113769,0,employed,1,7999,.83820844
113770,0,unemployed,1,0,0
113771,1,unemployed,1,11006,0
113772,0,retired,0,9836,.018551525
113773,0,employed,1,8719,0
113774,0,unemployed,1,3903,.59741986
113775,1,employed,1,8569,.44610706
113776,1,employed,1,6125,.18199936
113777,1,employed,0,12021,0
113778,1,employed,1,16528,.6041683
113779,0,employed,1,17387,0
113780,0,employed,1,4928,.51905018
113781,0,retired,0,12638,0
113782,0,employed,1,37019,.30526254
113783,1,employed,1,6628,.58658755
113784,1,employed,1,13469,.51165819
113785,0,employed,0,30742,.8161332
113786,1,employed,1,7196,.55396825
113787,1,retired,0,5921,.32453194
113788,1,employed,1,16999,0
113789,1,employed,1,26659,.075902976
113790,0,employed,1,7035,.60141611
113791,1,student,0,0,.51271468
113792,1,employed,1,73828,.77635926
113793,1,student,0,0,.79436719
113794,1,employed,1,32015,.301801
113795,0,employed,1,23940,.49612287
113796,0,retired,0,4273,.18144396
113797,1,employed,1,5922,0
113798,1,employed,0,17782,.60858905
113799,1,student,0,0,.80966955
113800,1,employed,1,194476,.50447887
113801,1,student,0,0,.58974594
113802,0,employed,1,6621,.51577181
113803,0,student,0,0,.90177804
113804,0,retired,1,3165,.0081993993
113805,1,student,0,0,0
113806,1,employed,0,15789,.53066373
113807,1,unemployed,1,0,.66055834
113808,1,unemployed,1,18508,.90633076
113809,0,employed,1,25324,.75835353
113810,1,retired,1,85008,0
113811,1,student,0,0,.85702801
113812,0,employed,1,6980,.58307981
113813,1,employed,1,23373,.51000226
113814,1,employed,1,21852,0
113815,1,employed,1,58246,.62208682
113816,1,unemployed,1,0,.22828898
113817,0,employed,1,5299,.39857844
113818,0,employed,1,39428,.63951105
113819,1,employed,0,10886,.17509177
113820,1,student,0,5110,.23524538
113821,0,retired,0,3094,.23058435
113822,1,employed,1,7099,.25193799
113823,0,unemployed,0,8243,.96380788
113824,1,student,0,0,.75032294
113825,0,employed,1,116905,.57721937
113826,1,employed,0,6066,.40838075
113827,1,employed,0,14013,.001163797
113828,1,employed,1,272153,0
113829,1,retired,0,16821,0
113830,0,employed,0,28616,0
113831,0,retired,1,5874,.33438903
113832,0,unemployed,0,0,.92088234
113833,1,employed,1,6458,.21290782
113834,0,employed,1,87187,0
113835,0,employed,1,77506,.75739574
113836,0,student,0,21356,.87238121
113837,1,employed,1,14983,.26485148
113838,1,retired,0,8827,.14992593
113839,1,employed,0,8684,.39244461
113840,0,employed,0,92585,.11996264
113841,1,employed,1,10451,.020147311
113842,1,employed,1,189796,.61241359
113843,0,employed,1,13209,.58481956
113844,1,student,0,4797,.91101259
113845,0,employed,1,6789,.5622654
113846,1,employed,1,69456,.6528464
113847,0,student,0,0,.98343056
113848,1,employed,1,6443,.53030086
113849,1,employed,0,27401,.58288604
113850,0,employed,0,29745,.69954282
113851,1,employed,1,6373,.85919493
113852,0,unemployed,1,6480,.32274088
113853,0,student,0,0,.73568374
113854,1,employed,0,16053,.11096578
113855,0,employed,1,6427,0
113856,1,retired,0,6716,0
113857,1,unemployed,1,7501,0
113858,0,unemployed,0,0,0
113859,1,employed,1,5527,0
113860,1,employed,1,10392,0
113861,1,unemployed,1,16747,.75051033
113862,1,employed,1,23113,.50588286
113863,0,student,0,0,.35416967
113864,1,unemployed,0,9726,0
113865,1,employed,0,120850,.4447273
113866,0,employed,0,75331,0
113867,1,retired,0,4576,0
113868,0,student,0,17800,.060919732
113869,0,employed,0,13371,.54348397
113870,1,unemployed,1,5857,.65623987
113871,1,employed,1,30118,.76350868
113872,0,student,0,0,.89141387
113873,1,employed,0,8521,0
113874,1,employed,1,72635,.51973671
113875,0,employed,1,10330,.25419629
113876,1,employed,1,13620,.51063305
113877,0,employed,0,11523,0
113878,1,employed,0,9612,.6012162
113879,1,employed,0,20013,.68439889
113880,0,retired,1,3030,.020330334
113881,1,employed,1,13832,.10036641
113882,1,employed,1,7131,.802827
113883,0,employed,1,7549,.0045905411
113884,0,employed,1,12099,.83360857
113885,0,employed,1,12532,.31346697
113886,1,unemployed,0,0,.55786794
113887,1,employed,1,68007,0
113888,1,unemployed,1,14189,.67527896
113889,1,unemployed,1,57007,.67535001
113890,0,student,0,0,.65481138
113891,0,employed,1,22212,.54631716
113892,0,unemployed,0,0,.44007897
113893,1,employed,1,11739,.23433022
113894,1,employed,1,11088,0
113895,1,employed,1,24843,.75342345
113896,1,employed,1,15181,0
113897,1,employed,1,20697,0
113898,0,employed,1,5102,.60193264
113899,1,student,0,0,.45783898
113900,1,employed,1,17242,.050094053
113901,0,unemployed,1,20113,.56177694
113902,1,employed,0,10392,.48727956
113903,1,employed,1,13751,0
113904,1,student,0,11917,.84312034
113905,0,employed,1,5254,.65862375
113906,0,retired,0,4519,.30402818
113907,0,employed,0,32359,.30120394
113908,1,retired,0,39038,.25548738
113909,1,unemployed,1,0,.1810115
113910,0,student,0,0,.56804729
113911,0,employed,1,206542,.68373203
113912,1,unemployed,1,0,.90985811
113913,0,employed,1,31962,.022247208
113914,1,unemployed,1,0,.72920197
113915,1,student,0,0,.89803267
113916,0,employed,1,12544,.69723397
113917,1,employed,1,22906,0
113918,1,employed,1,18086,.92226428
113919,1,employed,0,15490,.53102195
113920,1,student,0,0,.83740878
113921,0,employed,0,5145,.29015675
113922,0,employed,1,9904,.51725507
113923,0,retired,1,2773,.22896561
113924,1,student,0,0,.73557425
113925,0,employed,0,25799,.59896457
113926,0,student,0,0,.39415598
113927,1,student,0,0,.29584253
113928,1,employed,1,13934,.24393602
113929,0,unemployed,1,9290,.54325962
113930,0,unemployed,0,12238,.052633367
113931,1,retired,0,11873,0
113932,1,employed,1,19693,.1614234
113933,0,employed,0,12621,.43098077
113934,0,unemployed,0,9861,.58085769
113935,1,employed,0,6080,.56429499
113936,0,student,0,5096,.8817454
113937,0,retired,1,5504,.14278737
113938,1,employed,1,5897,.21281251
113939,1,student,0,0,.98130649
113940,1,employed,1,11346,.33632356
113941,1,student,0,0,.86421156
113942,0,employed,0,30483,.1067492
113943,0,student,0,0,0
113944,1,employed,1,5743,0
113945,0,student,0,0,0
113946,0,employed,1,14951,.66714412
113947,0,unemployed,1,10334,.67606169
113948,1,employed,1,23718,.26580623
113949,0,retired,1,3871,.039891113
113950,1,student,0,8301,.88827109
113951,1,employed,1,8202,.50279683
113952,1,employed,1,7359,.58114386
113953,0,employed,1,18441,.4331674
113954,1,unemployed,1,0,.69211584
113955,1,employed,1,20839,.65818161
113956,1,employed,1,24301,.8931874
113957,1,employed,1,7323,0
113958,0,employed,1,6526,.62632918
113959,1,employed,1,50597,.89493912
113960,1,employed,1,7393,.72499233
113961,0,employed,0,12207,.68057621
113962,0,employed,0,24194,.51112098
113963,1,employed,1,29364,.64217764
113964,1,retired,0,95498,.18272288
113965,1,employed,0,18063,.41599771
113966,1,employed,0,12702,.23609728
113967,1,employed,1,18836,.77048892
113968,0,employed,1,5570,.53912395
113969,1,student,0,8407,.8466478
113970,0,employed,1,17175,0
113971,1,student,1,19564,.48046553
113972,0,employed,1,6007,0
113973,0,retired,1,3794,.063147716
113974,1,employed,1,914341,.3976633
113975,1,unemployed,1,10472,.28002924
113976,0,employed,1,8765,.1063076
113977,1,employed,1,182246,.12066705
113978,1,employed,1,20589,.91120374
113979,0,retired,1,8981,0
113980,0,unemployed,1,12859,0
113981,1,employed,0,12296,.69639432
113982,1,employed,1,5075,.5713709
113983,0,employed,0,8195,.62866652
113984,1,student,0,0,.45814237
113985,0,employed,0,7957,0
113986,0,employed,1,28109,0
113987,1,retired,1,7768,.3883374
113988,1,employed,0,10878,.43006298
113989,1,student,0,8788,.97052062
113990,0,employed,1,6673,.53887677
113991,1,employed,1,6939,.38581645
113992,1,employed,1,103588,.83563209
113993,1,student,0,5141,.30762392
113994,0,employed,1,5777,.10804594
113995,1,employed,1,29306,.13748358
113996,0,employed,1,43053,.57106084
113997,0,employed,1,46250,0
113998,1,employed,1,13795,.16817868
113999,1,student,0,0,.84279966
114000,1,employed,1,375130,.28716046
114001,1,employed,0,13245,.048936542
114002,0,employed,1,9733,.00066572888
114003,0,employed,1,9746,.54984927
114004,0,employed,0,22668,0
114005,0,employed,1,6066,.2912156
114006,0,unemployed,1,22416,.85979503
114007,1,retired,0,32680,.30107683
114008,0,employed,1,6918,.50872838
114009,0,employed,1,9152,.40994161
114010,1,employed,1,24553,.5117659
114011,0,student,0,6725,.3444857
114012,0,retired,1,28931,.36440155
114013,0,employed,0,13940,.7671479
114014,1,retired,0,37680,0
114015,1,unemployed,0,6553,.69565916
114016,0,unemployed,1,90610,0
114017,1,employed,1,30199,.8088724
114018,1,employed,1,6644,.24877158
114019,0,student,0,0,.75108123
114020,0,unemployed,1,12910,.23938645
114021,1,employed,0,12768,.28413221
114022,0,employed,1,5884,.71814799
114023,0,employed,1,5479,0
114024,1,employed,0,6698,.79572535
114025,1,employed,1,24378,.51171738
114026,1,employed,1,98943,.51887965
114027,1,employed,1,80641,0
114028,0,employed,0,7678,0
114029,0,employed,1,6088,.019453753
114030,1,student,0,0,0
114031,0,employed,1,24901,.52470106
114032,0,student,0,0,.9413684
114033,0,employed,1,26354,.83508515
114034,1,employed,0,13890,0
114035,1,unemployed,0,6486,.018660063
114036,1,student,1,6985,.75497359
114037,1,student,0,12772,.77644122
114038,1,unemployed,1,6714,.68404996
114039,0,employed,1,13344,0
114040,1,employed,1,60783,.18587986
114041,1,employed,1,9812,0
114042,0,employed,1,33961,.64638847
114043,1,employed,1,8178,.2167411
114044,0,employed,1,9895,.53245997
114045,0,unemployed,1,0,.93531287
114046,0,student,0,0,.32632467
114047,1,employed,1,10912,.61501133
114048,1,student,0,16539,.69175684
114049,0,employed,1,82915,0
114050,0,employed,1,9874,.26740324
114051,1,employed,1,105516,0
114052,0,unemployed,1,0,.87090629
114053,1,employed,1,7576,.82810783
114054,1,student,0,0,.99397415
114055,0,student,0,0,.98007149
114056,0,retired,1,4986,.21750394
114057,0,employed,1,8798,.69754601
114058,1,unemployed,0,38907,0
114059,0,employed,1,32114,.71655655
114060,0,student,0,26689,.85910982
114061,1,employed,1,8158,.88635981
114062,1,employed,1,8877,.54433578
114063,1,retired,0,12544,0
114064,0,employed,1,11021,0
114065,0,student,1,0,.21981686
114066,0,employed,0,26895,.56113261
114067,0,employed,0,38014,.57890499
114068,1,retired,0,2523,.08659862
114069,0,student,0,0,.95643401
114070,0,unemployed,1,13265,0
114071,1,employed,1,8265,.69436961
114072,1,student,0,7605,.13763252
114073,0,employed,1,11432,.099507131
114074,0,student,0,0,.93851149
114075,0,employed,1,15268,.45729798
114076,0,employed,0,14689,.51184893
114077,0,retired,0,10711,0
114078,1,employed,1,22883,.87637484
114079,0,employed,1,13638,.55904424
114080,1,student,0,0,.25339592
114081,0,employed,1,55857,0
114082,0,student,0,8912,.7604109
114083,1,employed,0,18002,.12149143
114084,1,student,0,0,.022475595
114085,1,employed,1,33452,0
114086,0,unemployed,0,9289,.10223804
114087,1,employed,1,6710,.93661541
114088,1,unemployed,1,0,.16460559
114089,0,employed,0,17609,0
114090,0,student,0,0,.90090722
114091,0,employed,1,13455,.24599829
114092,1,student,0,13723,.12106346
114093,1,retired,0,10002,0
114094,1,employed,1,7141,.98958075
114095,1,employed,0,7462,.72226602
114096,0,student,1,0,.96861529
114097,1,employed,1,9334,.83215398
114098,1,employed,1,104364,.58003932
114099,1,retired,1,10429,.044491746
114100,0,unemployed,1,0,.54868716
114101,1,employed,1,20413,.58924657
114102,1,employed,0,5541,.14655501
114103,1,unemployed,1,5495,.30818841
114104,0,employed,1,23889,.1034413
114105,1,employed,0,8382,0
114106,1,employed,1,9585,.22011703
114107,0,employed,0,13578,0
114108,1,student,0,0,.41758707
114109,1,student,0,0,.54946584
114110,0,student,0,7355,0
114111,0,employed,0,8042,.0088033704
114112,0,employed,1,14239,0
114113,0,retired,0,9594,0
114114,1,student,0,0,.69994932
114115,1,employed,1,12099,.55715936
114116,1,employed,0,7042,.48076081
114117,1,employed,1,7904,.95119345
114118,1,student,0,0,.19330196
114119,0,unemployed,0,7620,0
114120,0,student,1,0,.94153047
114121,1,employed,1,137155,.29386181
114122,0,employed,0,5714,.59098905
114123,0,employed,0,10635,.18516554
114124,1,retired,0,5636,.38905928
114125,0,employed,0,5823,.5679611
114126,1,employed,1,41180,.29050934
114127,1,employed,1,8856,.51940012
114128,0,unemployed,0,11290,.6579951
114129,1,student,0,0,.851852
114130,1,employed,1,13172,.52417338
114131,0,employed,1,28696,.7219674
114132,1,employed,1,15626,.37306619
114133,0,unemployed,1,73540,.54704267
114134,0,employed,0,5993,0
114135,0,employed,1,14571,0
114136,0,employed,1,34250,.99306756
114137,1,employed,0,14334,.28286612
114138,0,employed,1,18558,.59610718
114139,0,employed,0,221591,.65717846
114140,0,employed,1,28844,0
114141,1,unemployed,1,9443,.69412869
114142,0,student,0,6652,.58277684
114143,0,employed,1,9896,.024502598
114144,0,retired,0,3526,.34266061
114145,0,employed,1,5440,.25063032
114146,1,employed,0,16305,.094164021
114147,1,employed,0,9766,.03201516
114148,1,employed,1,14697,0
114149,0,unemployed,1,0,.57634902
114150,1,employed,1,9247,.24849503
114151,0,unemployed,1,8066,.6383968
114152,0,unemployed,1,0,.92007595
114153,1,employed,1,13044,.13237353
114154,1,unemployed,1,9693,.91166556
114155,0,student,0,0,.77916837
114156,1,student,0,0,.47580943
114157,1,unemployed,1,0,.15823227
114158,0,retired,0,4800,0
114159,0,student,0,0,.076159686
114160,0,student,0,0,.98514622
114161,1,unemployed,1,7866,.62529981
114162,1,student,0,0,.96058404
114163,1,employed,1,5765,.63260835
114164,1,unemployed,1,0,.76336873
114165,1,employed,1,20075,0
114166,1,employed,1,5430,.71146047
114167,0,employed,0,6217,.58113545
114168,0,retired,1,1008,.15165463
114169,1,employed,0,5795,.099632829
114170,0,employed,1,13304,0
114171,1,retired,1,8915,0
114172,1,employed,0,17616,.5890525
114173,0,employed,0,11417,.61706883
114174,0,unemployed,1,12204,.83531857
114175,0,student,0,0,.33610475
114176,0,unemployed,1,11134,.56067491
114177,1,employed,1,12369,0
114178,1,employed,0,44698,.82733887
114179,1,employed,0,13553,.5422731
114180,1,employed,1,18365,.66393065
114181,1,employed,1,6263,0
114182,1,employed,0,11659,.35279149
114183,1,employed,0,12086,.83593339
114184,1,employed,1,7612,.52136844
114185,1,employed,0,11175,.41049245
114186,1,employed,0,11065,.47161174
114187,1,employed,1,55668,0
114188,0,employed,1,17758,0
114189,0,student,0,0,.82809407
114190,0,retired,0,5202,.31647336
114191,1,unemployed,0,0,.58918291
114192,0,retired,1,3008,0
114193,0,student,1,4564,.3296513
114194,1,student,0,0,.35444978
114195,0,student,0,0,.7974003
114196,1,employed,0,76613,0
114197,1,employed,1,10704,0
114198,1,employed,1,15218,0
114199,1,employed,1,6053,0
114200,1,employed,0,79552,.27562705
114201,1,employed,1,5659,0
114202,1,employed,1,10120,.93129927
114203,1,student,0,10880,.16578044
114204,1,student,0,0,.059564047
114205,1,employed,1,15856,0
114206,0,employed,1,5809,0
114207,0,student,0,0,.063929528
114208,1,unemployed,1,0,0
114209,0,employed,0,19418,.66034293
114210,0,employed,1,5043,.62429494
114211,0,retired,0,2713,0
114212,0,employed,1,30270,.78678977
114213,1,employed,0,13816,.99431968
114214,1,student,0,191575,.85111427
114215,1,employed,1,7036,.71528542
114216,0,employed,1,5534,.30059808
114217,0,unemployed,1,0,.7500639
114218,1,employed,0,6486,.64039218
114219,1,employed,1,14403,0
114220,1,employed,1,9378,.37802532
114221,1,retired,0,10977,.29136544
114222,1,retired,1,60508,.19960931
114223,0,employed,1,11459,.8962664
114224,0,unemployed,1,5857,.50645012
114225,0,employed,1,10154,.75150955
114226,0,employed,1,10215,0
114227,1,employed,1,4969,.51176894
114228,1,student,0,0,.70265824
114229,1,employed,0,19925,0
114230,1,retired,1,9145,0
114231,0,unemployed,1,0,0
114232,1,retired,0,14134,.060500961
114233,0,employed,1,5760,.20711346
114234,0,employed,1,5343,.38127404
114235,0,unemployed,1,0,.69193524
114236,0,student,0,10014,.14924835
114237,1,employed,1,321906,0
114238,0,employed,0,16880,.58682132
114239,1,employed,0,11346,.55205619
114240,0,employed,1,19731,.54050553
114241,1,employed,0,64899,.77446383
114242,1,employed,0,11342,.98046279
114243,0,unemployed,0,111552,0
114244,0,unemployed,1,24465,0
114245,1,employed,1,8985,0
114246,1,employed,1,14799,.83348697
114247,0,retired,0,6261,.23487699
114248,1,employed,1,41171,.36001438
114249,0,unemployed,1,0,.47593877
114250,1,unemployed,1,8653,.098629914
114251,0,retired,0,15210,.26257542
114252,1,employed,1,15346,.50666666
114253,1,employed,1,25455,.088529468
114254,1,employed,1,18550,0
114255,1,retired,1,61539,.30203709
114256,0,retired,0,3379,.15039481
114257,0,unemployed,1,27588,.29329029
114258,0,employed,0,14291,0
114259,0,employed,1,6049,.83453923
114260,0,employed,0,26509,.089356698
114261,0,employed,1,15970,.5815438
114262,1,employed,1,18422,.40186864
114263,0,retired,0,12643,.24184802
114264,1,employed,1,18078,.46600375
114265,0,employed,1,4796,.17402674
114266,0,employed,1,8720,.39109808
114267,1,retired,1,15838,.096754618
114268,0,student,0,0,.7305299
114269,0,retired,0,3835,0
114270,0,employed,1,8927,.065351009
114271,1,student,0,0,.99005067
114272,0,employed,1,11661,.56616294
114273,0,employed,0,15764,.83489376
114274,1,employed,1,16296,.56548911
114275,1,employed,0,8849,0
114276,0,student,0,3226,.74979192
114277,0,employed,1,7285,.8287102
114278,1,unemployed,1,8724,.063453518
114279,0,student,1,4270,.48707071
114280,1,employed,1,82002,.42015189
114281,1,employed,0,14045,.69735444
114282,1,employed,0,19891,.57299417
114283,0,employed,1,28370,0
114284,1,employed,1,9139,.41121215
114285,0,student,0,0,.72765875
114286,1,employed,1,22041,.23767793
114287,1,employed,1,9639,.5398438
114288,0,unemployed,1,13351,0
114289,1,retired,1,5786,0
114290,1,employed,1,8687,.047498234
114291,1,student,0,0,.35314947
114292,1,employed,0,61530,.27194551
114293,0,employed,1,9300,.63797367
114294,1,employed,1,7846,0
114295,1,employed,1,52661,.071764581
114296,0,employed,0,17722,.2074088
114297,1,unemployed,0,5670,.51236945
114298,1,employed,1,30927,.68575454
114299,0,unemployed,0,0,.8860687
114300,0,employed,1,22136,.28385767
114301,1,employed,1,39285,.35166445
114302,0,student,1,0,.87010139
114303,1,student,0,5554,.81815988
114304,0,employed,0,7316,.70385957
114305,1,employed,1,5643,.48913443
114306,0,unemployed,1,0,.19581513
114307,1,employed,1,62189,0
114308,1,employed,0,14476,.82484686
114309,1,retired,1,13633,.2821224
114310,0,employed,1,4379,.82662481
114311,1,employed,1,7610,.34562117
114312,0,employed,0,18213,.56126851
114313,0,employed,1,6919,0
114314,0,employed,1,6179,.58724242
114315,1,employed,1,46663,.83254606
114316,1,unemployed,1,0,.55323029
114317,0,unemployed,1,30984,.84478056
114318,0,employed,1,27226,.71015245
114319,1,employed,1,10436,.54004413
114320,1,employed,0,15010,.52855206
114321,1,employed,0,136723,0
114322,1,employed,1,238909,0
114323,0,employed,1,5820,.59861535
114324,1,employed,1,116566,.19195852
114325,1,employed,1,8067,.75528234
114326,0,student,0,42566,0
114327,0,employed,1,7136,.59240186
114328,1,employed,1,11534,.62663859
114329,0,student,0,0,.94100672
114330,1,employed,1,5645,.5866394
114331,0,unemployed,0,9193,0
114332,0,employed,0,6840,.9461692
114333,1,unemployed,1,12128,.18840948
114334,1,student,0,8787,.21971527
114335,0,retired,0,464,0
114336,1,employed,1,6837,.11901126
114337,1,employed,0,24677,0
114338,0,unemployed,1,0,.7023657
114339,0,employed,0,121989,0
114340,0,employed,1,14063,.59983635
114341,0,student,0,0,.92399877
114342,1,unemployed,0,10167,.72337002
114343,0,student,1,0,.72730076
114344,1,student,0,16523,.82001096
114345,1,employed,1,6341,.36015221
114346,0,unemployed,0,0,.81432062
114347,0,employed,1,10979,.14669453
114348,1,employed,1,9364,.12822463
114349,0,retired,0,5222,.30434686
114350,1,retired,1,31519,.32207233
114351,0,employed,1,6712,0
114352,1,employed,0,11320,0
114353,0,employed,0,63429,0
114354,0,retired,0,5089,.22245362
114355,0,retired,1,3473,.18806989
114356,0,retired,0,5358,.21940927
114357,1,retired,0,15787,.21454947
114358,0,student,0,3611,.15123862
114359,1,student,0,0,.22772601
114360,1,employed,1,8974,.59430325
114361,1,employed,0,7391,.68779176
114362,1,employed,1,8738,.65876466
114363,1,employed,1,23800,.56312901
114364,1,retired,0,3655,.14885852
114365,1,employed,1,19820,.46254385
114366,0,student,0,16429,.88896555
114367,1,unemployed,1,16410,.9009431
114368,1,employed,1,6279,.67525035
114369,1,employed,1,17178,.81683296
114370,1,employed,1,12008,0
114371,0,employed,1,5839,.5672248
114372,0,unemployed,1,0,.57330102
114373,0,unemployed,1,0,0
114374,1,retired,1,8161,.16442719
114375,0,student,1,0,.96163023
114376,0,employed,1,8033,0
114377,1,student,0,0,.96646774
114378,1,employed,1,10167,.30324635
114379,0,student,0,0,.98954993
114380,1,employed,1,5865,.62197816
114381,0,student,0,0,.61658001
114382,1,employed,1,13075,.0073877964
114383,0,unemployed,0,10185,.52933002
114384,0,employed,1,5448,.021638121
114385,1,employed,1,9549,.59120375
114386,0,employed,0,19114,.81999826
114387,1,employed,1,9974,.91612363
114388,1,unemployed,1,0,.8216725
114389,1,employed,0,13298,.48773649
114390,0,employed,0,7599,.94734585
114391,0,student,0,0,.97439748
114392,1,employed,0,46240,.61756539
114393,1,employed,1,18093,.69849896
114394,1,employed,1,5794,.2091962
114395,0,employed,1,21114,.52505112
114396,0,employed,1,10029,.14851798
114397,1,employed,1,27839,.24013266
114398,1,retired,1,19158,.24792974
114399,1,employed,1,12292,.31521228
114400,0,employed,1,16507,.27518797
114401,1,employed,1,15561,.62748045
114402,1,employed,1,66147,.51511955
114403,1,employed,1,13081,.67470491
114404,0,unemployed,1,0,.40526217
114405,0,student,0,5314,.88060951
114406,1,employed,0,18200,.78703332
114407,1,employed,0,14320,.45579925
114408,0,employed,1,18083,0
114409,1,student,0,0,.89771616
114410,1,employed,1,8346,.44622982
114411,1,employed,1,11832,.19176909
114412,1,employed,0,12637,.72764331
114413,1,employed,1,14040,.061270948
114414,1,employed,1,13944,.90107238
114415,0,employed,1,5425,.89323312
114416,1,employed,1,19333,.19002287
114417,1,unemployed,0,100426,.78812993
114418,1,student,0,7745,0
114419,1,employed,1,50978,0
114420,0,unemployed,1,27086,.51057976
114421,1,employed,1,14756,.94997603
114422,1,employed,1,9400,0
114423,0,student,1,0,.87676275
114424,0,student,0,74004,.23686764
114425,1,employed,0,126014,.82095295
114426,1,unemployed,1,11962,0
114427,1,student,0,7860,.95533937
114428,1,student,0,0,.87473947
114429,1,employed,1,24357,.7673741
114430,1,unemployed,1,0,0
114431,1,retired,1,8723,.013648423
114432,0,retired,1,3336,.20465024
114433,1,employed,1,50742,.39479116
114434,1,employed,1,13208,.65226531
