id,own,competing1,competing2,borrowertype,accepted,default,profit
5618,.07524576,.12906887,.091304436,3,1,0,752.45758
5619,,,,3,0,1,
5620,,.88672453,.13715868,2,0,0,
5621,,.51600063,.36594141,1,0,0,
5622,,.96818477,.2251386,3,0,1,
5623,,,,3,0,1,
5624,.043125629,.024033807,.020450935,3,0,0,
5625,.031197416,.030404227,.065947115,2,0,0,
5626,.056593791,.097158268,.17524342,3,1,0,565.93793
5627,,.30299971,,3,0,0,
5628,,,,2,0,1,
5629,,,.20267367,2,0,0,
5630,.070030987,.14129502,.093237057,3,1,0,700.30988
5631,,,.020926133,3,0,1,
5632,,.47780809,.42951608,3,0,1,
5633,.079216808,.10192499,.13019049,3,1,0,792.16809
5634,,.82800257,.53230453,1,0,1,
5635,,.40066704,.10639977,2,0,1,
5636,,.61256814,.1810997,2,0,0,
5637,.26272732,.15666765,.33099484,2,0,0,
5638,,.42967275,.58328307,3,0,0,
5639,,.53973043,.20856741,2,0,1,
5640,,.44218528,.021975743,2,0,1,
5641,,,,1,0,0,
5642,,.40574366,.17965682,2,0,0,
5643,,.43402407,.21926162,1,0,0,
5644,,,.11553193,1,0,0,
5645,,.22936283,.11313663,1,0,1,
5646,.25439134,.41569808,.357474,3,1,0,2543.9133
5647,,.50041246,,3,0,0,
5648,,.46953145,.26781312,1,0,0,
5649,,.2613644,.90845883,1,0,0,
5650,,.50157428,.17114687,2,0,1,
5651,.037550263,.26367551,.13806762,3,1,0,375.50262
5652,.070594013,.21587479,.3573716,2,1,1,-10000
5653,,.067877628,.19855033,2,0,0,
5654,.28770688,.24202114,,3,0,0,
5655,.21964644,.21264964,.26768672,1,0,0,
5656,.24020346,.14467894,.23472559,2,0,1,
5657,,.29098761,.16643524,2,0,0,
5658,,.4324196,.18315144,1,0,0,
5659,,,.11859483,1,0,1,
5660,.026174473,.055224471,.10986324,1,1,0,261.74472
5661,,.50630909,.7097773,1,0,1,
5662,.064092346,.17372058,.35869578,3,1,0,640.92346
5663,,.24572441,.25491655,2,0,0,
5664,,.89403659,.48423389,2,0,0,
5665,,.38392732,.19398001,1,0,0,
5666,,.20730577,.16708337,3,0,0,
5667,,.54754704,,3,0,0,
5668,,,.5176844,1,0,0,
5669,,.45309201,.24879989,3,0,0,
5670,.18897925,.21159238,.13098377,2,0,0,
5671,,.58413744,.23789042,1,0,0,
5672,,,,3,0,0,
5673,,.20707391,.21640851,1,0,1,
5674,,.34482104,.93437767,1,0,1,
5675,.052015193,.059896242,.13632908,3,1,0,520.15192
5676,.15625115,.64733076,.30659857,1,1,0,1562.5115
5677,,.12446565,.27636969,3,0,0,
5678,.24554715,.23437227,.20978558,3,0,1,
5679,,.072090894,.073295981,2,0,0,
5680,,.51736283,.020999679,3,0,1,
5681,,.37463638,,2,0,1,
5682,,,.45358717,3,0,0,
5683,.25782558,.31057653,.58235943,1,1,0,2578.2559
5684,,.46452153,.1948541,1,0,1,
5685,.032264151,.048385836,.019882901,1,0,0,
5686,,,.24883001,3,0,1,
5687,,.36605403,.30110654,2,0,1,
5688,.14405093,.086173236,.11472873,3,0,1,
5689,.18214498,.49628374,.14176688,3,0,0,
5690,,.28292787,.24269839,2,0,0,
5691,.20578185,,.42657804,1,1,1,-10000
5692,.037714869,.0083681419,.020026524,3,0,0,
5693,.26589903,.40082598,,3,1,0,2658.9902
5694,,.55687433,.48741907,3,0,0,
5695,,.29234394,.2375918,3,0,1,
5696,.09420646,.07841935,.36883548,2,0,0,
5697,,,,1,0,1,
5698,,.40297773,.43687639,1,0,0,
5699,.031485192,.040509265,.11115804,3,1,0,314.85193
5700,,.52593035,,2,0,0,
5701,,.53498578,.18960522,1,0,0,
5702,,.28452668,,1,0,1,
5703,.21132198,.18033178,.18274018,2,0,0,
5704,,.28383872,.39404935,1,0,0,
5705,.07472802,.082870513,.27281958,3,1,0,747.28021
5706,,.21736872,.35775104,1,0,0,
5707,.29396382,.21144363,.15495816,1,0,0,
5708,,.48301432,,2,0,0,
5709,,.44163954,.27197784,1,0,1,
5710,,.4796373,.81490129,1,0,0,
5711,,.67184675,.18923146,1,0,0,
5712,.031788789,.074097678,.13967769,1,1,0,317.88788
5713,,,.14452361,3,0,1,
5714,.037600882,.060641181,.026089199,2,0,0,
5715,,.59780687,.48381147,3,0,0,
5716,,,.02094423,2,0,1,
5717,,.28748754,.29162776,2,0,0,
5718,.13636127,,.43088728,1,1,1,-10000
5719,.074601747,.051492479,.11000009,1,0,0,
5720,.17483954,.42606288,.15764326,1,0,1,
5721,,.39469689,.20929706,2,0,0,
5722,.29258695,.15765658,.26405406,2,0,1,
5723,,.29788357,.99020106,1,0,0,
5724,,.097349904,.11553103,3,0,0,
5725,,,,1,0,1,
5726,.06653975,.059752736,.087238401,3,1,0,665.39752
5727,,,.23284125,3,0,0,
5728,.047170587,.021060579,.039466903,1,0,0,
5729,,.7152099,,2,0,0,
5730,.0947612,.21715705,.13294111,2,1,0,947.612
5731,,,.43586877,3,0,0,
5732,,.42944846,.40166232,3,0,0,
5733,.1096509,.10806167,.03164478,2,0,0,
5734,,.63915092,.41676515,2,0,0,
5735,.1180151,.15599281,.17785552,1,1,0,1180.151
5736,,.10306387,.124522,3,0,0,
5737,,,.15253265,2,0,0,
5738,.15932679,.070432186,.2069075,3,0,0,
5739,,.42960787,.19665228,3,0,0,
5740,,.27944812,.7075119,3,0,0,
5741,,.39639202,.47825176,3,0,1,
5742,.23606503,.066702291,.29024851,3,0,1,
5743,,.79498643,.27824116,3,0,1,
5744,,,.99648541,2,0,0,
5745,.031612124,.024302764,.081705071,2,0,0,
5746,,.23230387,.55989146,3,0,0,
5747,.21092719,.19235773,.61829191,3,1,0,2109.272
5748,,.45900041,.41611829,2,0,0,
5749,,.11808631,.19213736,1,0,0,
5750,,.21121167,.19204831,3,0,1,
5751,,.74265194,.021975743,1,0,0,
5752,,,,2,0,1,
5753,,,.11378404,3,0,1,
5754,,.37635943,.98964483,1,0,0,
5755,,,.16130692,1,0,0,
5756,.21010022,.17471257,.12483849,3,0,0,
5757,.025696512,.021589326,.022107229,1,0,0,
5758,.11961991,.1283541,.054667715,2,0,1,
5759,.032760803,.079404503,.050983593,3,1,0,327.60803
5760,,.53992069,,3,0,1,
5761,.041650198,.018591976,.065222546,1,0,0,
5762,.17320953,.13978159,.086981416,2,0,0,
5763,,,.17161119,3,0,0,
5764,.065603048,.11462118,.19498225,2,1,0,656.03046
5765,,.34258994,.25621885,1,0,0,
5766,.02246586,.096789263,.051595103,3,1,0,224.6586
5767,,.56986856,.26475105,1,0,0,
5768,,,.1209766,2,0,0,
5769,,.37373638,.51058686,1,0,0,
5770,,.254354,.17196694,1,0,1,
5771,,,,3,0,1,
5772,,,.0208482,3,0,0,
5773,.13682297,.40308055,.13808802,3,1,0,1368.2297
5774,.069773339,.032785174,.065689236,1,0,0,
5775,,.078117378,.11254755,3,0,0,
5776,,,.16457836,1,0,0,
5777,,.40239453,.78522229,2,0,0,
5778,,.40247852,.22999254,2,0,0,
5779,,,.020976705,1,0,1,
5780,,,.67153072,3,0,0,
5781,,.51374245,.38423294,1,0,0,
5782,,.41482744,.73954648,1,0,0,
5783,,.12993343,.4148666,1,0,0,
5784,.29568884,.99105424,.64379907,2,1,0,2956.8884
5785,.1092094,.35553628,.28515822,3,1,0,1092.094
5786,.27539304,.22895163,.20840351,3,0,0,
5787,,.11873321,.22604467,2,0,0,
5788,,.26325393,.32848912,3,0,0,
5789,,,.40163115,3,0,0,
5790,,,.47490722,1,0,0,
5791,,,.020851703,2,0,0,
5792,,,.3555817,3,0,0,
5793,,.52142715,.021975743,3,0,1,
5794,.030192638,.028566945,.02002324,1,0,0,
5795,,,.39910614,2,0,1,
5796,.18784678,.20912726,.21754904,1,1,0,1878.4678
5797,,.38701731,.4593294,1,0,0,
5798,.24574891,.4168947,.37846956,2,1,1,-10000
5799,.2241109,.29394749,.54782706,2,1,0,2241.1091
5800,,,,1,0,0,
5801,,.74197352,,1,0,1,
5802,.020251524,.020076687,.023326354,1,0,0,
5803,,.20492545,.098741554,3,0,0,
5804,,.61075294,.63877994,2,0,0,
5805,,,.24145818,1,0,1,
5806,,.75905639,,2,0,1,
5807,.26195526,.41003507,.18852465,1,0,0,
5808,,.50876874,.52923757,2,0,0,
5809,,.50582308,.2485739,3,0,0,
5810,.14917517,.47175604,.26657164,2,1,1,-10000
5811,,.45403552,.021791227,3,0,0,
5812,,.26672885,.2218388,3,0,0,
5813,,.30334619,.021301908,3,0,0,
5814,,.29834059,.63064665,3,0,1,
5815,.038824797,.028166285,.070406072,3,1,0,388.24796
5816,,.12211229,.22073658,2,0,0,
5817,.15099035,.18763344,.15693045,3,1,0,1509.9036
5818,,,.020773554,3,0,0,
5819,,,,1,0,1,
5820,,.19929513,.39098361,1,0,0,
5821,,.52019495,,3,0,0,
5822,,.25731158,.18942876,3,0,1,
5823,.14369659,.11870307,.020481536,3,0,0,
5824,,.32694769,.50092822,3,0,0,
5825,.10898524,.12741278,.47189313,1,0,0,
5826,,,.4373562,3,0,1,
5827,.26297581,.16519785,.27014902,2,0,0,
5828,.2014392,.10699843,.24290578,3,0,0,
5829,,.74265194,.84102666,3,0,0,
5830,.026673676,.06088645,.028699871,1,1,0,266.73676
5831,.030365337,.069566578,.11212991,3,1,0,303.65338
5832,.23670211,.18269116,.20617323,3,0,0,
5833,,.35610491,.37114576,1,0,0,
5834,.12171039,.28977838,.23629421,3,1,0,1217.1039
5835,.18996873,.12617554,.56073588,1,0,1,
5836,,.41855079,.31658998,1,0,1,
5837,,.31681415,.16314925,1,0,0,
5838,,.1018687,.5894357,2,0,0,
5839,,.4493112,.18224187,2,0,1,
5840,,,,2,0,0,
5841,.25108618,.17876938,.42115831,2,0,0,
5842,.093478993,.13166577,.44918752,3,1,1,-10000
5843,,,,3,0,0,
5844,.21347339,.23548423,.2549867,2,1,0,2134.7339
5845,,.1338457,.23647033,2,0,0,
5846,.055838503,.33642134,.48062709,1,1,0,558.38501
5847,.18862544,.26473942,.29948676,1,1,0,1886.2544
5848,,,.84517378,3,0,1,
5849,,.23206176,.26039287,1,0,0,
5850,.18341982,.39355361,.42940098,1,1,0,1834.1982
5851,,.16403861,.14893283,2,0,1,
5852,,.43225145,.3283197,2,0,0,
5853,,.50030321,,1,0,0,
5854,.06364543,.095383063,.26435068,2,1,0,636.45428
5855,.14871894,.11526846,.16810055,2,0,0,
5856,.047452256,.039287843,.031860437,3,1,0,474.52255
5857,,.31898591,,2,0,1,
5858,,.18610968,.35640386,3,0,1,
5859,,,,2,0,0,
5860,,.25302461,.20753349,1,0,0,
5861,,.53452945,.020740516,3,0,0,
5862,.082875788,.12504679,.1854243,1,1,0,828.75787
5863,.0786805,.088330165,.19051829,1,0,0,
5864,,,,1,0,1,
5865,,.18079732,.25634116,1,0,0,
5866,.10177368,.18841484,.20600411,2,1,0,1017.7368
5867,.22713237,.091232345,.14484665,1,0,0,
5868,,.54754704,.71515197,1,0,0,
5869,,.84879816,.45787641,2,0,0,
5870,,.60131395,.20908096,2,0,1,
5871,,.52565938,.02088714,3,0,1,
5872,.13498965,.47439462,.25147334,1,1,0,1349.8965
5873,,.42079455,.48229477,3,0,1,
5874,.035907377,.061658457,.022344885,2,0,0,
5875,,.34294572,.020750882,2,0,0,
5876,,.21804339,.35183352,1,0,0,
5877,.041368857,.027467757,.069739036,2,0,0,
5878,,,,2,0,0,
5879,,.40760311,.40233317,2,0,0,
5880,,.95305473,.49518901,2,0,0,
5881,,.37949589,.16081254,1,0,1,
5882,,.5180006,.3504068,1,0,0,
5883,,.98285347,,1,0,0,
5884,.06027991,,.17268744,1,1,0,602.79907
5885,.098960102,.072288871,.15063863,2,0,0,
5886,,,.020890642,2,0,0,
5887,,.55873317,.24446625,1,0,1,
5888,,.094823509,.30291584,3,0,0,
5889,,.21920437,.29472154,2,0,0,
5890,,.52476585,.44646502,2,0,0,
5891,,.4346759,.35568902,3,0,1,
5892,,.58881325,.49635056,1,0,1,
5893,.08906512,.033299726,.15677689,3,0,0,
5894,,.48522082,.25587675,1,0,0,
5895,,.37218875,.38153449,2,0,0,
5896,,.4936277,.37241524,2,0,0,
5897,.20068091,.19020507,.22642004,1,0,0,
5898,.27247494,.68588269,.21730211,1,0,1,
5899,.066574864,.09975668,.52831483,1,1,0,665.74866
5900,.19029666,.14935355,.15942639,2,0,0,
5901,,.68027544,.86506343,2,0,0,
5902,.27540082,.26325393,.38477296,1,0,0,
5903,.050652005,.30175036,.13180767,2,1,0,506.52005
5904,,.26045302,.52103972,1,0,0,
5905,.0337504,.033378318,.13180675,2,0,0,
5906,,,,2,0,1,
5907,,.2002323,.6639989,1,0,1,
5908,.041791774,.33900073,.28814399,3,1,0,417.91776
5909,.16285922,.1838468,.15330052,2,0,0,
5910,.087543078,.12785812,.37126005,1,1,0,875.43079
5911,.26866195,.095349118,.17020275,1,0,1,
5912,,.559901,.24298525,1,0,1,
5913,,.61438131,,2,0,0,
5914,,.85315919,,2,0,1,
5915,,.50972843,.25398943,3,0,0,
5916,,.32535976,.24013454,1,0,1,
5917,,.53135693,,1,0,1,
5918,,.25994709,.60029924,3,0,0,
5919,.10432149,.20079215,.16865544,1,1,0,1043.2148
5920,,.21355268,.23868087,1,0,0,
5921,,.3876327,.21374206,3,0,1,
5922,,,.34390974,3,0,1,
5923,.24176645,.91301417,.47537059,3,1,1,-10000
5924,.022256628,.00789952,.032555655,3,1,0,222.56628
5925,,,.29223275,2,0,0,
5926,,.37255371,.25887781,3,0,0,
5927,,.17807667,.16292489,2,0,0,
5928,.27221793,.11231267,.14789554,2,0,0,
5929,.032441307,.027333325,.095562421,3,1,0,324.41306
5930,.24888089,.1522149,.17184536,1,0,0,
5931,,.19230698,.31181714,2,0,0,
5932,,.2942287,.26612905,1,0,0,
5933,,,.021776794,1,0,1,
5934,.24466135,.31709871,.17816342,3,0,1,
5935,,.27633286,.22655021,2,0,0,
5936,,.22288464,.18637408,2,0,0,
5937,,.29318449,.56853896,1,0,0,
5938,,.49240261,.79001141,3,0,1,
5939,,.60329854,.020950669,3,0,0,
5940,,,.2458491,2,0,0,
5941,,.45403552,,1,0,1,
5942,,.26252136,.52709407,3,0,0,
5943,.1044268,.087746739,.024377892,2,0,0,
5944,.13415144,.38877994,.11694961,3,1,0,1341.5144
5945,,.3952184,.17296353,1,0,1,
5946,,,,1,0,0,
5947,.19025761,.26789644,.09586072,2,0,0,
5948,.19857176,.92195886,.27637264,2,1,0,1985.7175
5949,,.30810162,.59631723,3,0,0,
5950,.02135005,.039084174,.020006411,2,0,0,
5951,,.58141226,.72759879,2,0,1,
5952,.064977877,.10781956,.15144622,2,1,0,649.77875
5953,,.37922576,.57891196,3,0,1,
5954,,.35257989,.24089147,3,0,0,
5955,.21483932,.1111695,.29620194,1,0,0,
5956,.020914134,.023872197,.039582051,1,0,0,
5957,,.28381217,.21645981,3,0,1,
5958,,.51399356,,1,0,1,
5959,,.49694663,.18926597,3,0,0,
5960,,.3659766,.26605356,3,0,0,
5961,.077364549,.024393963,.020161811,3,0,0,
5962,.13945581,.090450048,.10475361,1,0,0,
5963,.087095529,.053047836,.18024279,3,0,0,
5964,.020181604,.051444117,.071254961,3,1,0,201.81604
5965,,,.13379249,2,0,0,
5966,,.16609901,.37425637,3,0,0,
5967,.16304068,.16066511,.30457234,2,0,0,
5968,,.11956766,.17053869,2,0,1,
5969,,.83123749,.12061905,1,0,0,
5970,,,.36673787,3,0,1,
5971,,.21265964,.23938337,1,0,0,
5972,.18216199,.19762252,.11394413,3,0,0,
5973,,.2443296,.28202787,2,0,0,
5974,,.58853829,.25156444,1,0,0,
5975,.021388015,.020598335,.019998999,3,1,0,213.88014
5976,.25889993,.37786514,.56391466,2,1,0,2588.9993
5977,,.39517131,,1,0,0,
5978,,.96218711,.23403011,1,0,0,
5979,.29952621,.16570008,.49975812,1,0,1,
5980,,.26401103,,3,0,0,
5981,,,.021398079,1,0,1,
5982,.048343685,.053097561,.053934131,3,1,0,483.43686
5983,,.54551142,.32388315,1,0,0,
5984,,.44907326,.021975743,3,0,1,
5985,,.62311876,.2069416,2,0,1,
5986,,.4831022,.021658516,2,0,1,
5987,,.98991847,.02083097,2,0,0,
5988,.15991431,.13797358,.11240441,3,0,0,
5989,,,.27445847,2,0,0,
5990,,.13507749,.60411352,1,0,0,
5991,,,.020661509,2,0,0,
5992,,.067383535,.58499169,3,0,0,
5993,,.25903484,.16485919,3,0,0,
5994,,.57354599,,2,0,1,
5995,,.40742674,,2,0,0,
5996,,,.37527961,1,0,0,
5997,,.3738361,.27370125,1,0,0,
5998,.13962813,.14475197,.20145482,2,1,0,1396.2813
5999,.020194924,.020699538,.019999035,2,0,0,
6000,.24380632,.10874768,.64757729,1,0,0,
6001,,,,3,0,1,
6002,,.43833527,.17519248,2,0,0,
6003,.14344963,.077769831,.21067116,1,0,1,
6004,,,.46264848,1,0,0,
6005,,.47765815,.15022469,3,0,0,
6006,.043526288,.077452034,.2969349,2,1,0,435.26288
6007,.12751949,.16290954,.21723093,2,1,0,1275.1948
6008,.033457808,.024949517,.020809758,2,0,0,
6009,.11113284,.11700411,.30805862,3,1,1,-10000
6010,.15113296,.40199181,.25423124,2,1,0,1511.3296
6011,.15882818,.074181855,.082088113,2,0,0,
6012,.1846651,.034829013,.044472441,1,0,0,
6013,,.5139451,.2071342,3,0,0,
6014,.28997436,.19911791,.46374342,3,0,0,
6015,,.44981056,,3,0,0,
6016,.023273665,.039548248,.084408581,1,0,0,
6017,,.10526867,.3370375,2,0,0,
6018,,.39613807,.36867219,1,0,0,
6019,,,.56925279,1,0,0,
6020,,.3942402,.46336812,1,0,0,
6021,.06625697,.13157545,.18055041,3,1,0,662.5697
6022,.1381975,.70429695,.51700544,1,1,0,1381.975
6023,,.079565413,.13076338,1,0,0,
6024,,.64586258,,1,0,0,
6025,.2563234,.34445512,.25215185,1,0,0,
6026,.091573626,.67324138,.41537452,3,1,0,915.73627
6027,,.22477558,.68664181,1,0,0,
6028,,.10163677,.18068363,1,0,0,
6029,,,.34422421,1,0,0,
6030,.23186792,.28076145,.15980099,1,0,0,
6031,,.24625354,.80847561,1,0,0,
6032,,.2272861,,1,0,0,
6033,.051545758,.043859348,.10493351,1,0,0,
6034,,.42461386,.72320956,1,0,0,
6035,,.51399356,.36807534,2,0,1,
6036,.037651509,.031209288,.020223042,3,1,0,376.51508
6037,,.28196687,.29195932,2,0,1,
6038,.20633797,.46483538,,3,1,1,-10000
6039,,.15829365,.21041965,1,0,0,
6040,,.57252955,.13959017,2,0,0,
6041,.1130091,.65005457,.17229153,2,1,0,1130.0911
6042,,,.427154,3,0,0,
6043,,.5123533,.2165958,2,0,0,
6044,.1928357,.22194681,.50813866,1,1,0,1928.3571
6045,,.28456044,.22889979,1,0,0,
6046,.1922207,.12196153,.15146437,1,0,0,
6047,,.33495519,,2,0,0,
6048,,.26310131,,2,0,0,
6049,,,.6538617,2,0,0,
6050,,.25486368,.31324241,3,0,1,
6051,,.99739665,,2,0,1,
6052,,.69847542,.21193242,2,0,0,
6053,.032175153,.031433739,.020097572,1,0,0,
6054,,,.27377209,2,0,0,
6055,.17306183,.14468241,.21162352,2,0,0,
6056,.081547573,.11295427,.15406026,2,1,0,815.47571
6057,,,.33471888,3,0,1,
6058,.02189824,.020598335,.019263871,3,1,0,218.98239
6059,,,.19186038,2,0,1,
6060,,.55325872,.17892565,2,0,0,
6061,,.1700342,.23011917,3,0,0,
6062,,.39709631,,1,0,0,
6063,,,.50167006,3,0,1,
6064,.27539304,.21539755,.82990968,3,0,0,
6065,.14396994,.11602928,.23743844,2,0,0,
6066,,.43993232,.020751297,2,0,0,
6067,,,,1,0,1,
6068,,.59597886,.43778378,2,0,0,
6069,.21092719,.097172447,.15569006,1,0,0,
6070,.022233723,.022132672,.030334249,1,0,0,
6071,.023869833,.021872642,.024964642,2,0,0,
6072,,.60351187,.56504083,2,0,0,
6073,,,,3,0,0,
6074,,,.25023788,2,0,1,
6075,,.29352757,.23763439,1,0,0,
6076,,.29797155,,2,0,1,
6077,.16543698,.040248595,.15807009,2,0,0,
6078,.18784678,.077395894,.21730033,1,0,0,
6079,,.22553493,.31311601,3,0,0,
6080,.028386414,.10645823,.0205888,1,0,0,
6081,.19349492,.27144417,.21745446,1,1,0,1934.9492
6082,,.21127705,.81500137,2,0,0,
6083,,.31421769,.38074696,2,0,0,
6084,,.34305596,,3,0,0,
6085,.023645833,.04817535,.14921193,3,1,0,236.45833
6086,,,.15412149,1,0,1,
6087,.22135063,,.95351082,1,1,0,2213.5063
6088,.095716178,.11293382,.10206613,1,0,0,
6089,.061533514,.18521512,.59836519,1,1,0,615.33514
6090,,,.44734514,2,0,0,
6091,.24663982,.21963508,.22818957,3,0,0,
6092,,.30072343,.24697267,1,0,0,
6093,.022535818,.028804202,.05734393,3,1,0,225.35817
6094,.027745599,.0066498225,.077379443,1,0,0,
6095,,.52565938,,3,0,0,
6096,,.39273119,.41058308,3,0,1,
6097,,.57346976,.56717128,2,0,1,
6098,.065341309,.12488312,.13317108,1,1,0,653.41309
6099,,.52667487,.44216636,1,0,0,
6100,.12006953,.066587269,.45716611,2,0,1,
6101,,.39511439,,2,0,0,
6102,,.16073492,.020559844,3,0,0,
6103,,.81698471,.17257717,2,0,0,
6104,,,.4198018,3,0,1,
6105,.032344505,.0053529385,.019999225,2,0,0,
6106,,.8219173,.1920325,1,0,0,
6107,,.53961533,.22912034,2,0,0,
6108,,.61336333,.45079413,2,0,0,
6109,.042012364,.34323394,.053078968,2,0,0,
6110,.2665655,.14632133,.40515965,3,0,0,
6111,,.39478689,,3,0,0,
6112,,,.15072164,1,0,1,
6113,,.1614476,.25097635,1,0,0,
6114,,.31851357,.24404234,2,0,1,
6115,,.19204979,.22198366,3,0,1,
6116,.16370781,.083761036,.28529865,2,0,0,
6117,,,.75045139,1,0,0,
6118,,.21448496,.16863559,3,0,0,
6119,,,.021164814,3,0,1,
6120,.28769034,.064883158,.20365223,2,0,1,
6121,,.69523948,.54311788,3,0,1,
6122,,.21025962,.84869456,1,0,0,
6123,,,.39776447,3,0,1,
6124,,.20020671,.63736314,1,0,0,
6125,,.2556451,.3614516,1,0,1,
6126,,.5278132,.16768564,2,0,0,
6127,.12035409,.45400047,.26779452,2,1,0,1203.5409
6128,,.42874441,.15029597,1,0,0,
6129,,.22432235,.72168005,3,0,0,
6130,,,.020849548,2,0,0,
6131,.097148515,.13044854,.23738816,1,1,0,971.48517
6132,,.63020474,.86963326,1,0,0,
6133,,,,2,0,0,
6134,.18163981,.11295427,.13009115,1,0,0,
6135,,,.25431722,2,0,1,
6136,,.43578079,.18341136,2,0,0,
6137,.046740025,.09873645,.076735437,3,1,0,467.40024
6138,.051843841,.03422007,.020140935,1,0,0,
6139,,,,2,0,0,
6140,,.18720865,.38392639,3,0,0,
6141,,.37609068,.95847535,2,0,1,
6142,,.37118217,.18443649,2,0,1,
6143,,,.9703123,1,0,1,
6144,.065016091,.070486501,.11409106,2,1,0,650.16089
6145,.16378815,.22597601,.94049078,2,1,0,1637.8816
6146,,.35978681,.41501859,3,0,0,
6147,,.88890809,.40992814,3,0,1,
6148,.21957074,.10671261,.18426523,1,0,1,
6149,.022851145,.012152741,.019000066,1,0,0,
6150,,.67538935,.54550517,1,0,0,
6151,,.53133261,,1,0,0,
6152,.20454825,.11686806,.17761678,1,0,0,
6153,.028175278,.0069316216,.072742052,2,0,0,
6154,,.1796186,.73306054,2,0,0,
6155,,.1270934,.30054414,1,0,0,
6156,,.36890531,.61395484,3,0,1,
6157,.14469023,.043458991,.037805468,1,0,0,
6158,.10624593,.088949166,.09373419,1,0,1,
6159,,.7390449,.25140646,1,0,0,
6160,.26406056,.84959811,.65968311,3,1,1,-10000
6161,,,.18243808,3,0,0,
6162,,.53472024,.39994907,1,0,0,
6163,,.34507388,,3,0,0,
6164,,.49179843,.49372181,3,0,0,
6165,.038880814,.0050991289,.042916123,1,0,0,
6166,,.54078621,.66331923,2,0,1,
6167,.0660557,.12662615,.33109891,2,1,0,660.55701
6168,,,,1,0,0,
6169,,.40521905,,3,0,1,
6170,,,.38687596,3,0,0,
6171,.077352494,.043467388,.023868931,1,0,0,
6172,,.39091685,,1,0,0,
6173,.063989885,.027378589,.072211601,3,0,0,
6174,.020191867,.16741471,.088721178,1,1,0,201.91867
6175,,.12224188,.22772945,1,0,0,
6176,.28912207,,.47253406,2,1,1,-10000
6177,.052356336,.15821771,.18868895,3,1,0,523.56335
6178,.14871939,.34107009,,3,1,0,1487.1938
6179,.26940906,.37343663,.38232523,3,1,0,2694.0906
6180,.066455804,.068776198,.29371852,1,0,0,
6181,.22028142,.22654414,.55550349,2,1,0,2202.8142
6182,,,.10816873,2,0,0,
6183,.11689367,.072933242,.14074974,3,0,0,
6184,,,.2637116,1,0,1,
6185,,,,1,0,1,
6186,,.26626989,.020508379,1,0,1,
6187,,.84090418,.92756134,3,0,0,
6188,.23836181,.10991877,.80569875,2,0,0,
6189,,.39149475,.092501007,2,0,0,
6190,,.51225704,.44030595,1,0,1,
6191,.27577657,.092996456,.13562194,3,0,0,
6192,,,,3,0,1,
6193,.097948208,.088188268,.17991526,2,0,0,
6194,,,.45763963,1,0,1,
6195,,.74791455,,2,0,0,
6196,,.23305407,.24020113,1,0,0,
6197,,,.65048075,1,0,0,
6198,,.53796875,.51644701,1,0,0,
6199,.023241572,.20057131,.32517207,1,1,0,232.41573
6200,,.61017972,.43434978,2,0,0,
6201,,.2443296,.21165885,1,0,0,
6202,.1761404,.13896213,.020317562,3,0,0,
6203,.14560071,.28101602,,1,1,0,1456.0071
6204,,.25443509,.2395774,3,0,0,
6205,,.15488991,.22752604,1,0,1,
6206,,.20120613,,2,0,1,
6207,,,,2,0,0,
6208,,,,2,0,0,
6209,.2008114,.1489564,.10299611,3,0,1,
6210,,.16103017,.45556206,3,0,0,
6211,.20769283,.095495567,.14774899,3,0,0,
6212,.2269498,.14768614,.25689259,2,0,0,
6213,,,.021920968,2,0,0,
6214,,.37772551,.17721316,3,0,0,
6215,.14715949,.23669297,.31964156,2,1,0,1471.5948
6216,.14993204,.1837405,.13209048,1,0,0,
6217,,.28005004,,2,0,0,
6218,.16800517,.062579885,.15642951,3,0,0,
6219,,.14718173,.22348116,3,0,0,
6220,,.39390582,.27343753,1,0,0,
6221,,,.69660825,3,0,1,
6222,,.12299891,.24908879,1,0,1,
6223,.28957269,.29680264,.094251603,3,0,0,
6224,,,.02084366,1,0,0,
6225,,,.16941924,2,0,1,
6226,,.72266906,.39658827,3,0,1,
6227,,.46843603,.020808468,1,0,1,
6228,.18163981,.088635713,.18282105,3,0,0,
6229,,.47339353,.020845974,3,0,0,
6230,,,.45422909,2,0,0,
6231,.089290977,.61630565,.16404508,2,1,0,892.90979
6232,,.085172966,.5138973,1,0,0,
6233,,.071749046,.12544918,2,0,0,
6234,,.17092364,.19069585,3,0,0,
6235,,,.27228785,2,0,0,
6236,,.57963389,.37749815,3,0,0,
6237,,,,3,0,1,
6238,,.92125082,.44181746,1,0,0,
6239,,.1997236,.44123533,2,0,0,
6240,.022431592,.0053529385,.01999901,1,0,0,
6241,,.63121551,.72389382,1,0,0,
6242,,,.020803573,1,0,0,
6243,,.44084552,,1,0,0,
6244,,.27057368,.24181484,2,0,1,
6245,,.21440445,.29522327,1,0,0,
6246,,,.1708822,3,0,1,
6247,,.082126729,.20785595,2,0,0,
6248,,.16646266,.3205291,2,0,0,
6249,.028872008,.029592838,.020121906,1,0,0,
6250,,.13536048,.18390588,2,0,0,
6251,,.52524948,.50723583,1,0,1,
6252,,.14664593,.15584107,2,0,1,
6253,,,.11237603,3,0,1,
6254,,.21371005,.18363307,1,0,0,
